date,dstip,srcport,dstport,srcip,td,pkt,byt
2016-04-06 17:20:13,3746620746,80,55343,719035012,105.096,144,172855
2016-04-06 17:20:13,719035012,55353,80,3746620746,105.088,50,10768
2016-04-06 17:20:13,3746620746,80,55349,719035012,105.076,132,157327
2016-04-06 17:20:13,3746620746,80,55340,719035012,105.06,130,167612
2016-04-06 17:20:13,3746620746,80,55344,719035012,105.048,141,186988
2016-04-06 17:20:13,3746620746,80,55354,719035012,96.04,66,79730
2016-04-06 17:20:13,719036116,1030,64105,3626726337,210.02,101,20074
2016-04-06 17:20:13,3746620746,80,55348,719035012,105.016,124,151822
2016-04-06 17:20:13,3746620746,80,55345,719035012,105.016,189,246795
2016-04-06 17:20:14,2984614649,49439,443,719034713,323.9840000000001,2173,87300
2016-04-06 17:20:14,3746620746,80,55347,719035012,104.976,148,199714
2016-04-06 17:20:14,3746620746,80,55353,719035012,104.96,65,66792
2016-04-06 17:20:14,3746620746,80,55346,719035012,104.932,139,180798
2016-04-06 17:20:14,719035012,55339,80,3746620746,106.792,133,18151
2016-04-06 17:20:14,719034981,53,33256,2403862665,51.768,2,200
2016-04-06 17:20:14,719035012,55352,80,3746620746,106.74,115,15272
2016-04-06 17:20:14,719035012,55350,80,3746620746,106.724,112,16947
2016-04-06 17:20:14,3746620746,80,55339,719035012,106.708,155,201020
2016-04-06 17:20:14,3746620746,80,55352,719035012,106.644,168,215300
2016-04-06 17:20:14,3746620746,80,55350,719035012,106.64,153,188783
2016-04-06 17:20:14,1830473197,43450,80,719036223,304.584,399,20748
2016-04-06 17:20:14,830356665,53,53,719034631,86.568,6,502
2016-04-06 17:20:14,2200390035,43686,80,719036221,117.512,17,1200
2016-04-06 17:20:14,2200390035,43685,80,719036221,117.512,62,4217
2016-04-06 17:20:14,719036221,80,43685,2200390035,117.444,100,121894
2016-04-06 17:20:14,719036221,80,43686,2200390035,117.444,15,1727
2016-04-06 17:20:14,3494072371,64522,161,719036249,125.424,62,4961
2016-04-06 17:20:14,732178558,43687,80,719036221,133.404,85,8712
2016-04-06 17:20:14,719036221,443,43723,3140069282,116.276,51,45795
2016-04-06 17:20:14,3692383278,43693,443,719036221,116.256,24,1924
2016-04-06 17:20:14,719035635,44845,22002,3634312540,321.256,93,5454
2016-04-06 17:20:14,732178549,43691,80,719036221,115.232,28,1513
2016-04-06 17:20:14,719036221,443,43693,3692383278,116.192,24,9529
2016-04-06 17:20:14,3140069232,43694,443,719036221,116.168,27,1868
2016-04-06 17:20:14,719036221,443,47893,1287819955,61.15600000000001,15,5708
2016-04-06 17:20:14,719036221,80,47899,3107763430,61.124,11,865
2016-04-06 17:20:14,719034713,443,49439,2984614649,304.064,4678,5776168
2016-04-06 17:20:15,719036221,443,43729,3140069282,115.988,33,19191
2016-04-06 17:20:15,719036278,55037,443,1922666395,111.968,66,11687
2016-04-06 17:20:15,719036221,443,47900,3105334185,60.968,14,4441
2016-04-06 17:20:15,719036245,9103,26369,969388771,209.96400000000003,15,1665
2016-04-06 17:20:15,719036245,36555,51074,3111368641,149.904,13,937
2016-04-06 17:20:15,3111368641,51074,36555,719036245,149.836,15,790
2016-04-06 17:20:15,2525123867,43705,80,719036221,115.832,17,1142
2016-04-06 17:20:15,719036246,443,43182,2771056956,57.772,352,518313
2016-04-06 17:20:15,1161139511,43707,80,719036221,115.764,17,1173
2016-04-06 17:20:15,719034936,0,2048,1959690060,103.764,5,420
2016-04-06 17:20:15,719036221,80,43705,2525123867,115.764,16,2395
2016-04-06 17:20:15,1959690060,0,0,719034936,103.76,5,420
2016-04-06 17:20:15,719036221,80,43707,1161139511,115.668,17,2752
2016-04-06 17:20:15,719036245,443,46893,3143618880,65.62,8,829
2016-04-06 17:20:15,719035635,47755,43001,1160756348,104.48,9,486
2016-04-06 17:20:15,719034876,53,53193,2403862665,54.476000000000006,2,239
2016-04-06 17:20:15,3634312540,22002,44845,719035635,301.468,81,5651
2016-04-06 17:20:15,2403862665,53193,53,719034876,54.46,2,162
2016-04-06 17:20:15,3140069282,43714,443,719036221,116.432,34,3035
2016-04-06 17:20:15,719035603,57087,443,3564328847,60.416,11,1211
2016-04-06 17:20:15,3140069282,43723,443,719036221,116.276,40,3274
2016-04-06 17:20:15,3140069282,43721,443,719036221,116.272,32,2971
2016-04-06 17:20:15,3140069282,43719,443,719036221,116.272,24,1783
2016-04-06 17:20:15,3140069282,43720,443,719036221,116.268,29,2847
2016-04-06 17:20:15,719036221,80,47911,3144421983,60.264,11,2038
2016-04-06 17:20:15,719036221,80,47910,3144421983,60.264,10,1109
2016-04-06 17:20:15,3299916954,53,53,719034631,57.24800000000001,4,270
2016-04-06 17:20:15,719034631,53,53,3299916954,57.24800000000001,4,1030
2016-04-06 17:20:15,3718730834,53241,80,719036254,96.24,18,4410
2016-04-06 17:20:15,2403862665,45571,53,719034988,59.212,2,135
2016-04-06 17:20:15,719034631,53,53,911169921,99.204,4,556
2016-04-06 17:20:15,911169921,53,53,719034631,99.2,4,350
2016-04-06 17:20:15,719034977,54031,110,3390890827,60.2,9,540
2016-04-06 17:20:15,3390890827,110,54031,719034977,60.2,9,749
2016-04-06 17:20:15,719034988,53,45571,2403862665,59.192,2,240
2016-04-06 17:20:15,3692322693,43728,443,719036221,116.068,31,2494
2016-04-06 17:20:15,719036221,80,43713,3117372599,61.06399999999999,12,1252
2016-04-06 17:20:15,719036221,80,47925,4041070405,116.06,16,3283
2016-04-06 17:20:15,719035671,60949,80,3627282075,60.04,3,132
2016-04-06 17:20:15,719036221,80,47916,3144420498,61.01600000000001,11,1016
2016-04-06 17:20:15,719036221,443,43728,3692322693,116.004,38,28502
2016-04-06 17:20:16,3140069282,43729,443,719036221,115.988,27,2143
2016-04-06 17:20:16,719035247,443,59786,1558257223,92.972,6,1242
2016-04-06 17:20:16,3742354702,51846,30022,719036117,76.952,30,1257
2016-04-06 17:20:16,969388771,26369,9103,719036245,149.944,11,506
2016-04-06 17:20:16,719035603,64607,443,3494121944,58.908,4,242
2016-04-06 17:20:16,1089548618,80,50738,719034987,67.876,85,118023
2016-04-06 17:20:16,719036355,53623,53,2837905846,304.856,907,61676
2016-04-06 17:20:16,719036075,53623,53,2837905846,304.76,905,61540
2016-04-06 17:20:16,3383219019,8000,40948,719036242,300.752,62,4216
2016-04-06 17:20:16,2200390035,47906,80,719036221,115.68,79,4063
2016-04-06 17:20:16,719036221,443,47908,3692322693,115.664,21,3229
2016-04-06 17:20:16,3692322693,47907,443,719036221,115.66,21,2153
2016-04-06 17:20:16,3692322693,47908,443,719036221,115.66,20,2113
2016-04-06 17:20:16,719036221,443,47907,3692322693,115.656,25,7465
2016-04-06 17:20:16,3692322693,47909,443,719036221,115.656,22,2193
2016-04-06 17:20:16,719036221,443,47909,3692322693,115.656,27,10457
2016-04-06 17:20:16,719036221,80,47906,2200390035,115.616,139,179326
2016-04-06 17:20:16,2525123867,47913,80,719036221,136.54399999999998,21,1769
2016-04-06 17:20:16,719036221,80,47913,2525123867,136.484,21,4554
2016-04-06 17:20:16,719035658,443,51877,1558257403,94.42,6,1242
2016-04-06 17:20:16,2200390035,47918,80,719036221,116.356,98,4403
2016-04-06 17:20:16,719036221,80,47918,2200390035,116.296,179,238392
2016-04-06 17:20:16,1161139523,47923,80,719036221,116.288,17,1180
2016-04-06 17:20:16,1161139523,47921,80,719036221,116.288,17,1180
2016-04-06 17:20:16,719034987,41196,80,3634326361,60.264,15,1120
2016-04-06 17:20:16,719036221,80,47921,1161139523,116.216,16,1130
2016-04-06 17:20:16,719036221,80,47923,1161139523,116.216,17,2740
2016-04-06 17:20:16,719036341,161,51109,844515154,300.092,272,43861
2016-04-06 17:20:16,4041070405,47925,80,719036221,116.088,17,1156
2016-04-06 17:20:16,719035603,56239,443,2769046966,60.008,11,1151
2016-04-06 17:20:17,2517955152,47927,80,719036221,116.0,19,1131
2016-04-06 17:20:17,3919386465,44818,443,719032646,299.992,31,5456
2016-04-06 17:20:17,719036341,161,51109,3494186652,320.988,784,72459
2016-04-06 17:20:17,719036221,80,47927,2517955152,115.952,21,10241
2016-04-06 17:20:17,719036117,30022,51846,3742354702,76.944,29,2524
2016-04-06 17:20:17,719036221,80,47937,732179781,115.9,15,1232
2016-04-06 17:20:17,719036221,80,47938,732179781,115.9,15,1232
2016-04-06 17:20:17,3177424763,47934,80,719036221,115.796,17,1488
2016-04-06 17:20:17,719036252,16402,16402,3296667074,68.77600000000001,11889,11294419
2016-04-06 17:20:17,2842594481,8000,50961,719036242,300.772,62,4216
2016-04-06 17:20:17,1062187913,64522,161,719036249,297.448,1089,87266
2016-04-06 17:20:17,719034987,30251,80,1050806786,61.188,11,784
2016-04-06 17:20:17,1050806786,80,30251,719034987,61.188,16,16846
2016-04-06 17:20:17,3105226932,32432,443,719036250,79.096,12,1566
2016-04-06 17:20:17,719036255,80,7343,2526634905,60.048,7,4864
2016-04-06 17:20:17,719036255,80,11883,3692409653,60.044,5,1730
2016-04-06 17:20:17,719036255,80,22392,3692409653,60.044,5,1681
2016-04-06 17:20:17,719036255,80,26776,3692409653,60.044,5,1651
2016-04-06 17:20:18,732179781,47938,80,719036221,115.936,17,1339
2016-04-06 17:20:18,732179781,47937,80,719036221,115.932,17,1338
2016-04-06 17:20:18,719036357,161,58498,621143889,324.776,429,44371
2016-04-06 17:20:18,1730436473,55097,161,719036236,300.672,174,23220
2016-04-06 17:20:18,719036245,22090,29802,3746702723,324.56,520,27925
2016-04-06 17:20:18,719036317,58886,22,1730464402,324.524,808,56559
2016-04-06 17:20:18,839635810,443,20781,719035162,265.5,21012,31492397
2016-04-06 17:20:18,1255773430,80,51130,719034987,60.43600000000001,35,47216
2016-04-06 17:20:18,2821252994,64522,161,719036249,256.35200000000003,1981,167795
2016-04-06 17:20:18,719036245,443,26372,3117305645,66.27199999999999,9,3872
2016-04-06 17:20:18,719036245,47539,53761,3680832568,61.244,14,1962
2016-04-06 17:20:18,719034760,40731,110,3626456191,60.056,5,272
2016-04-06 17:20:18,3626456191,110,40731,719034760,60.024,4,342
2016-04-06 17:20:19,1441550429,80,25148,719034987,61.0,72,101333
2016-04-06 17:20:19,719034987,25148,80,1441550429,61.0,33,1993
2016-04-06 17:20:19,1010747703,1,123,719036245,300.0,31,2356
2016-04-06 17:20:19,719036341,0,0,1063990105,109.996,12,384
2016-04-06 17:20:19,719034713,59372,29521,3494304335,323.932,21835,5551959
2016-04-06 17:20:19,719035659,0,0,3493870167,323.904,22567,3271547
2016-04-06 17:20:19,719036348,2735,9018,2821254715,323.896,7926,3071808
2016-04-06 17:20:19,719034815,4444,53,593757840,267.896,5370,349050
2016-04-06 17:20:19,719036254,80,50464,1049231993,323.888,2818,2833648
2016-04-06 17:20:19,719035192,62941,80,3382845285,151.888,8,726
2016-04-06 17:20:19,719036252,443,15379,4104148162,60.83600000000001,10,5424
2016-04-06 17:20:19,3561868579,8000,42719,719036242,300.836,62,4216
2016-04-06 17:20:19,719035660,0,0,1053687689,323.812,3239,226730
2016-04-06 17:20:19,719034876,50959,587,1198164114,74.624,2181,3042078
2016-04-06 17:20:19,719034976,65512,143,1751493341,60.528,5,212
2016-04-06 17:20:19,1751493341,143,65512,719034976,60.528,4,333
2016-04-06 17:20:19,1198164114,587,50959,719034876,74.384,1578,66850
2016-04-06 17:20:19,719035195,0,0,3383165339,323.3520000000001,1885,150681
2016-04-06 17:20:19,719034986,49789,21,3542776284,60.32,4,220
2016-04-06 17:20:19,3542776284,21,49789,719034986,60.268,2,162
2016-04-06 17:20:19,2403862665,43883,53,719036065,56.216,2,148
2016-04-06 17:20:19,719036065,53,43883,2403862665,56.212,2,214
2016-04-06 17:20:19,719036092,49964,80,2206867776,60.18,3,132
2016-04-06 17:20:19,2206867776,80,49964,719036092,60.164,2,92
2016-04-06 17:20:19,3496937068,80,22431,719034977,60.052,13,11653
2016-04-06 17:20:19,719034977,22431,80,3496937068,60.052,10,787
2016-04-06 17:20:20,719035195,557,57883,3496940448,323.976,4035,573888
2016-04-06 17:20:20,1286033021,35155,30022,719036117,78.936,61,2509
2016-04-06 17:20:20,4104148219,59501,443,719034713,60.896,10,2697
2016-04-06 17:20:20,2842518977,22011,34309,719035635,296.884,30,1620
2016-04-06 17:20:20,598367678,54596,25,719035238,200.788,141,164345
2016-04-06 17:20:20,707248430,8000,40057,719036242,300.684,62,4216
2016-04-06 17:20:20,1165631238,8000,42614,719036242,300.676,62,4216
2016-04-06 17:20:20,3543553305,8000,33554,719036242,300.648,62,4216
2016-04-06 17:20:20,719035658,0,0,3494372189,323.616,9626,1076735
2016-04-06 17:20:20,719035635,36926,22011,3626906837,84.54,18,1008
2016-04-06 17:20:20,1087419156,443,49286,719035162,303.512,1286,1866376
2016-04-06 17:20:20,719036245,1750,34914,3542812664,52.46,4,275
2016-04-06 17:20:20,719036252,80,15380,732178558,112.404,90,123501
2016-04-06 17:20:20,3104103940,53,53,719034631,99.348,7,665
2016-04-06 17:20:20,719034631,53,53,3104103940,99.344,7,588
2016-04-06 17:20:20,3543581908,80,49225,719034987,61.244,95,130938
2016-04-06 17:20:20,719034987,49225,80,3543581908,61.244,54,2559
2016-04-06 17:20:20,719035164,13391,443,1188399554,93.18,13,4398
2016-04-06 17:20:20,719035255,49155,3389,3542939988,323.008,324,12960
2016-04-06 17:20:21,719035635,55921,22011,3390703813,214.992,44,2464
2016-04-06 17:20:21,719035635,61871,20103,3748895686,322.9840000000001,508,35132
2016-04-06 17:20:21,719036251,80,56761,2519165835,115.972,20,4256
2016-04-06 17:20:21,3542939988,3389,63313,719035255,303.968,301,42617
2016-04-06 17:20:21,719036251,80,56760,2519165835,252.852,407,422800
2016-04-06 17:20:21,719035195,443,58518,732180923,59.83600000000001,5,279
2016-04-06 17:20:21,3561811804,80,61405,719034987,62.8,70,93106
2016-04-06 17:20:21,719034987,61405,80,3561811804,62.79600000000001,71,4144
2016-04-06 17:20:21,719036342,0,0,612513188,96.764,37,4144
2016-04-06 17:20:21,2108881828,53,53,719034631,320.744,41,3584
2016-04-06 17:20:21,719035195,443,58519,732179780,59.74,5,279
2016-04-06 17:20:21,1188711012,3389,26113,719035255,83.73200000000001,96,21753
2016-04-06 17:20:21,719034713,443,59501,4104148219,60.7,10,5540
2016-04-06 17:20:21,719036251,80,56769,2519165835,252.528,124,137498
2016-04-06 17:20:21,719036251,80,56770,2519165835,252.52,112,114928
2016-04-06 17:20:21,1200585622,80,11543,719034987,60.468,22,26619
2016-04-06 17:20:21,719036251,80,56764,2519165835,92.456,652,903003
2016-04-06 17:20:21,2519165835,56764,80,719036251,92.452,272,85723
2016-04-06 17:20:21,2240140666,8291,58750,719035660,303.42,67,14295
2016-04-06 17:20:21,2519165835,56765,80,719036251,79.288,285,96411
2016-04-06 17:20:21,719036251,80,56765,2519165835,79.252,682,958931
2016-04-06 17:20:21,2519165835,56767,80,719036251,92.192,290,85222
2016-04-06 17:20:21,719036251,80,56767,2519165835,92.164,646,896113
2016-04-06 17:20:21,719035635,1127,41001,3496515272,324.152,555,34135
2016-04-06 17:20:21,707165611,53761,35520,719036245,75.14399999999998,1631,2262528
2016-04-06 17:20:21,719035870,53,39589,2403862665,108.136,66,8746
2016-04-06 17:20:21,719036252,443,49410,732180913,57.124,78,27545
2016-04-06 17:20:21,3383243355,65401,11500,719034741,105.076,16,1568
2016-04-06 17:20:21,633851189,80,28932,719036117,60.06800000000001,2,92
2016-04-06 17:20:21,719034760,38273,110,3626456191,60.06,5,272
2016-04-06 17:20:21,719034760,34657,110,3626456191,60.048,5,272
2016-04-06 17:20:21,3626456191,110,38273,719034760,60.028,4,342
2016-04-06 17:20:21,3626456191,110,34657,719034760,60.024,4,342
2016-04-06 17:20:21,719035603,43947,443,3702164054,67.012,134,12750
2016-04-06 17:20:21,2519165835,56761,80,719036251,116.008,22,3949
2016-04-06 17:20:22,719035012,60987,80,2206797804,62.0,5,213
2016-04-06 17:20:22,2206797804,80,60987,719035012,62.0,4,184
2016-04-06 17:20:22,719036357,0,0,2921493169,300.0,31,992
2016-04-06 17:20:22,719036341,0,0,2920595060,299.996,31,992
2016-04-06 17:20:22,719035603,58943,443,3379599837,59.992,10,1188
2016-04-06 17:20:22,719036357,0,0,625905394,299.988,31,992
2016-04-06 17:20:22,719036357,0,0,3551283777,299.9840000000001,31,992
2016-04-06 17:20:22,719036117,28932,80,633851189,106.924,9,372
2016-04-06 17:20:22,3719731021,53,4444,719034815,322.896,415,622500
2016-04-06 17:20:22,3719731021,0,0,719034815,322.896,830,1083565
2016-04-06 17:20:22,2519165835,56760,80,719036251,252.888,267,134948
2016-04-06 17:20:22,719035195,0,0,3383641220,321.876,2250,209692
2016-04-06 17:20:22,719036252,80,15040,732177472,110.848,11,1712
2016-04-06 17:20:22,3222669219,26728,443,719036245,123.8,28,3217
2016-04-06 17:20:22,719035255,50870,3389,3542939988,324.776,838,72901
2016-04-06 17:20:22,719034987,37020,80,3270073121,60.7,11,1401
2016-04-06 17:20:22,3270073121,80,37020,719034987,60.7,12,8498
2016-04-06 17:20:22,2519165835,56762,80,719036251,252.696,122,39731
2016-04-06 17:20:22,719035238,25,54596,598367678,63.692,12,3873
2016-04-06 17:20:22,2519165835,56769,80,719036251,252.564,61,7875
2016-04-06 17:20:22,2519165835,56770,80,719036251,252.556,67,11687
2016-04-06 17:20:22,719036245,80,50130,732180251,69.468,4,184
2016-04-06 17:20:22,628919339,59852,81,719036245,76.428,214,14670
2016-04-06 17:20:22,719034988,57678,993,3627351250,58.42,45,2825
2016-04-06 17:20:22,3627351250,993,57678,719034988,58.392,76,95640
2016-04-06 17:20:22,719034823,0,0,3590022758,304.308,4755,628359
2016-04-06 17:20:22,719034617,4444,53,593757840,264.296,4927,320255
2016-04-06 17:20:23,719036357,161,58498,3494048355,110.92,12,984
2016-04-06 17:20:23,3961896929,0,0,719034815,323.908,25090,32754995
2016-04-06 17:20:23,719036252,443,49220,732179822,318.808,2299,2998498
2016-04-06 17:20:23,719036280,6659,39574,3591722841,55.792,1801,338440
2016-04-06 17:20:23,719036252,443,49411,732180913,62.76,51,11449
2016-04-06 17:20:23,719034823,60452,80,1050840638,324.704,1296,239436
2016-04-06 17:20:23,2660150470,0,769,719036246,62.6,42,4646
2016-04-06 17:20:23,719036252,443,49412,732179814,50.528,29,7748
2016-04-06 17:20:23,3626934396,22002,57768,719035635,303.504,88,6224
2016-04-06 17:20:23,3015828301,0,0,719034815,324.416,1382,1804201
2016-04-06 17:20:23,719034987,34380,80,3270073128,59.36,71,8243
2016-04-06 17:20:23,719035635,61886,20103,3748895686,324.348,601,45874
2016-04-06 17:20:23,2946405132,53797,443,719034713,110.256,6,798
2016-04-06 17:20:23,3270073128,80,34380,719034987,59.22,81,108558
2016-04-06 17:20:23,3111170233,143,50213,719036081,110.076,3,156
2016-04-06 17:20:23,719032690,443,51242,3428956755,260.072,25,1626
2016-04-06 17:20:23,719036116,64120,64105,3543141308,105.028,22,3020
2016-04-06 17:20:23,3496940448,2892,62461,719035195,303.012,2852,462160
2016-04-06 17:20:24,3626655815,0,0,719035868,299.98,31,868
2016-04-06 17:20:24,3575805049,143,52420,719036081,101.888,103,9028
2016-04-06 17:20:24,719036263,50156,80,3542803417,60.76,61,10749
2016-04-06 17:20:24,719034713,443,63594,3222669219,108.664,9,1360
2016-04-06 17:20:24,3428956755,51242,443,719032690,301.524,26,1774
2016-04-06 17:20:24,1129110845,54180,5938,719034713,72.512,9,543
2016-04-06 17:20:24,732179781,51563,443,719036252,57.492,21,10966
2016-04-06 17:20:24,2947765637,64162,443,719034713,110.448,7,838
2016-04-06 17:20:24,719036117,30022,33203,3742209025,77.292,31,3228
2016-04-06 17:20:24,865073941,64105,49153,719036116,105.288,19,2534
2016-04-06 17:20:24,719036280,6659,39574,3591722841,157.276,49,8808
2016-04-06 17:20:24,719036116,58963,64105,1201437423,75.232,18,2340
2016-04-06 17:20:24,719036116,1025,64105,864556624,75.2,27,3462
2016-04-06 17:20:24,2240023850,80,51987,719035015,66.18,49,57108
2016-04-06 17:20:24,719035015,51987,80,2240023850,66.18,31,1993
2016-04-06 17:20:24,719036231,1028,17881,2963613881,58.168,4,275
2016-04-06 17:20:24,719036116,52913,64105,3383628244,105.036,16,1568
2016-04-06 17:20:24,719036116,60490,64105,3579609567,75.028,19,2646
2016-04-06 17:20:25,719036251,443,56776,2519165835,116.86,23,5676
2016-04-06 17:20:25,719035238,26769,110,2240022478,62.768,8,387
2016-04-06 17:20:25,719036116,56226,64105,3543210388,105.74,132,67816
2016-04-06 17:20:25,3561897846,8000,35924,719036242,300.676,62,3472
2016-04-06 17:20:25,3222669219,63594,443,719034713,108.664,8,2149
2016-04-06 17:20:25,719036249,161,64522,2821253733,108.616,309,29964
2016-04-06 17:20:25,3529379502,55097,161,719036236,302.564,1986,169715
2016-04-06 17:20:25,719036255,123,45092,2821064885,159.468,4,304
2016-04-06 17:20:25,732179505,61337,443,719035247,92.264,185,36611
2016-04-06 17:20:25,719035015,51988,80,2240023850,65.22,12,1268
2016-04-06 17:20:25,2240023850,80,51988,719035015,65.22,11,721
2016-04-06 17:20:25,3782359555,0,771,719035629,130.168,20,1520
2016-04-06 17:20:25,3139738700,50078,443,719035195,300.144,64,5195
2016-04-06 17:20:25,719034741,51913,65401,3383530122,322.116,69,9834
2016-04-06 17:20:25,719035671,60956,80,3627282075,60.04,3,132
2016-04-06 17:20:25,719035671,60952,80,3627282075,60.04,3,132
2016-04-06 17:20:25,719035671,60954,80,3627282075,60.04,3,132
2016-04-06 17:20:25,719035671,60953,80,3627282075,60.04,3,132
2016-04-06 17:20:25,719035671,60955,80,3627282075,60.04,3,132
2016-04-06 17:20:25,3222669219,57102,443,719036342,106.004,11,674
2016-04-06 17:20:26,719036341,443,49208,1386656305,154.996,10,850
2016-04-06 17:20:26,962077927,27194,443,719036245,239.92,124,6484
2016-04-06 17:20:26,707240148,29414,5000,719034713,149.92,122,37389
2016-04-06 17:20:26,719036116,64373,64105,1113343450,76.916,15,1614
2016-04-06 17:20:26,719034713,5000,29414,707240148,149.9,159,30525
2016-04-06 17:20:26,2519165835,56776,443,719036251,116.888,23,3128
2016-04-06 17:20:26,3742229193,22011,54233,719035635,215.872,22,1188
2016-04-06 17:20:26,3746835337,80,49872,719034987,69.764,47,61712
2016-04-06 17:20:26,719034987,49872,80,3746835337,69.764,38,2328
2016-04-06 17:20:26,962077927,27217,443,719036245,155.736,59,3092
2016-04-06 17:20:26,719036253,4070,50902,1061222257,59.604,32,24248
2016-04-06 17:20:26,719035247,443,60371,732179505,102.548,20,6286
2016-04-06 17:20:26,719034713,443,51495,1558257790,88.476,6,1242
2016-04-06 17:20:26,1075242132,80,35660,719035012,60.332,2,112
2016-04-06 17:20:26,719036081,0,769,3575805049,101.32,101,11716
2016-04-06 17:20:26,1558257790,51495,443,719034713,88.27600000000002,3,1698
2016-04-06 17:20:26,3222669219,56334,443,719034713,162.136,10,757
2016-04-06 17:20:26,719036341,161,51109,3626730303,324.136,2288,201449
2016-04-06 17:20:26,3104088329,53377,443,719036250,77.128,12,5982
2016-04-06 17:20:26,719034713,443,56334,3222669219,162.128,13,1156
2016-04-06 17:20:26,719035635,34381,40004,3627784520,324.128,632,33598
2016-04-06 17:20:26,719036116,1048,64105,1111776438,75.116,40,7232
2016-04-06 17:20:26,719036116,63853,64105,1113343450,75.104,12,1176
2016-04-06 17:20:26,1161662322,26526,3074,719036245,90.092,7,399
2016-04-06 17:20:26,2168536771,0,2048,719036341,321.04,130,4160
2016-04-06 17:20:26,3494212498,0,2048,719036341,321.04,130,4160
2016-04-06 17:20:27,719034713,443,48320,2330657936,185.936,56,9240
2016-04-06 17:20:27,719035635,12313,41001,3383199806,322.776,412,21129
2016-04-06 17:20:27,1730464402,22,58886,719036317,321.772,653,323660
2016-04-06 17:20:27,719034631,53,53,1010760094,93.712,16,2533
2016-04-06 17:20:27,1010760094,53,53,719034631,93.712,16,1173
2016-04-06 17:20:27,1730436466,55097,161,719036236,301.68,97,7391
2016-04-06 17:20:27,719036221,443,47941,1159830665,66.52,12,3594
2016-04-06 17:20:27,719034713,443,52948,2330657936,185.288,17,5456
2016-04-06 17:20:27,2441934687,49293,5223,719034773,63.236,19,3966
2016-04-06 17:20:27,719036341,5228,55520,3428956754,96.176,12,5129
2016-04-06 17:20:27,719036236,0,0,719036342,110.164,23,644
2016-04-06 17:20:27,719034713,443,52946,2330657936,185.148,14,4739
2016-04-06 17:20:27,3428956754,55520,5228,719036341,96.136,9,397
2016-04-06 17:20:27,719035602,49530,443,2206887239,60.132,8,617
2016-04-06 17:20:28,719035603,50338,443,3681439497,59.0,11,1242
2016-04-06 17:20:28,719034779,62854,443,3543373902,60.0,2,80
2016-04-06 17:20:28,3543373902,443,62854,719034779,59.996,4,532
2016-04-06 17:20:28,3496520347,64522,161,719036249,298.9840000000001,508,39580
2016-04-06 17:20:28,2518743234,57723,443,719036341,99.84,128,12828
2016-04-06 17:20:28,719036341,443,57723,2518743234,99.772,243,320371
2016-04-06 17:20:28,719036242,34614,8000,3510196991,109.752,23,1260
2016-04-06 17:20:28,719036242,45618,8000,3627250324,109.732,23,1260
2016-04-06 17:20:28,719035603,59374,443,3626525965,109.612,11,859
2016-04-06 17:20:28,719034665,49160,443,3626732223,143.588,18,1080
2016-04-06 17:20:28,719036245,443,49770,732179822,59.524,5,287
2016-04-06 17:20:28,719036242,39605,8000,3543502010,110.496,23,952
2016-04-06 17:20:28,719035147,80,45256,732178554,104.028,17,8902
2016-04-06 17:20:29,719034713,5938,53710,710619667,301.976,1068,293946
2016-04-06 17:20:29,719036223,80,36792,1830473197,319.76,925,1040560
2016-04-06 17:20:29,719032664,4761,110,613807286,206.624,3730,194106
2016-04-06 17:20:29,2243059718,51604,33333,719036245,90.56,18,2057
2016-04-06 17:20:29,713008009,53,53,719034631,75.532,6,443
2016-04-06 17:20:29,719034771,1369,80,621120323,59.392,42,2095
2016-04-06 17:20:29,719034771,1367,80,621120323,59.392,33,1735
2016-04-06 17:20:29,719034771,1368,80,621120323,59.38800000000001,36,1855
2016-04-06 17:20:29,719035635,55671,22001,3575760785,317.336,126,7068
2016-04-06 17:20:29,719036341,8291,16732,847553395,323.2920000000001,42,9429
2016-04-06 17:20:29,719036221,80,47955,3268645867,65.28399999999999,54,60919
2016-04-06 17:20:29,719034815,1129,80,3529379499,100.272,26,6235
2016-04-06 17:20:29,719034662,37564,80,3270069736,183.216,840,90717
2016-04-06 17:20:29,3270069736,80,37564,719034662,183.216,847,1022002
2016-04-06 17:20:29,3261516069,80,41247,719034987,60.172,5,582
2016-04-06 17:20:29,719034987,41247,80,3261516069,60.172,5,824
2016-04-06 17:20:29,719035192,55173,80,3543456858,196.148,27,1172
2016-04-06 17:20:29,719035147,0,769,2963677347,51.084,4,224
2016-04-06 17:20:29,3564565950,22002,28295,719035635,66.07600000000001,16,1012
2016-04-06 17:20:29,719036252,443,15038,3428960875,103.052,23,2096
2016-04-06 17:20:29,3116581274,3760,21324,719036245,76.04,6,312
2016-04-06 17:20:29,719035603,55627,443,3383711997,59.02,4,242
2016-04-06 17:20:30,719036341,161,51109,3627912442,323.956,2215,183453
2016-04-06 17:20:30,719034815,14625,53,1728287886,301.9240000000001,12640,568800
2016-04-06 17:20:30,719034713,443,50124,732179810,58.916,19,2819
2016-04-06 17:20:30,732179810,50124,443,719034713,58.912,23,4137
2016-04-06 17:20:30,713007689,53,53,719034631,77.904,8,580
2016-04-06 17:20:30,719035247,443,59755,1558257790,99.864,6,1242
2016-04-06 17:20:30,719036245,21324,57641,3106322899,74.752,7,506
2016-04-06 17:20:30,3106322899,57641,21324,719036245,74.72,8,421
2016-04-06 17:20:30,719035660,5060,5060,2966421088,322.688,541,245443
